Name, N, Meff, PPV, PPV/2, PPV/5, PPV/10, PPV-short, PPV/2-short, PPV/5-short, PPV/10-short, PPV-medium, PPV/2-medium, PPV/5-medium, PPV/10-medium, PPV-long, PPV/2-long, PPV/5-long, PPV/10-long, TM-score, RMSD
T0769-D1, 97, 1.000000, 0.072165, 0.041667, 0.105263, 0.111111, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.079545, 0.048780, 0.117647, 0.111111, 0.158600, 20.596525
T0770-D1, 456, 7358.314781, 0.438596, 0.635965, 0.802198, 0.955556, 0.000000, 0.000000, 0.000000, 0.000000, 0.458333, 0.535714, 0.666667, 1.000000, 0.436275, 0.650000, 0.822785, 0.948718, 0.346588, 28.988556
T0771-D1, 151, 35.183827, 0.026490, 0.026667, 0.033333, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.035714, 0.000000, 0.000000, 0.000000, 0.024390, 0.031250, 0.041667, 0.000000, 0.114211, 51.261967
T0772-D1, 214, 1655.914599, 0.691589, 0.859813, 0.904762, 0.952381, 0.000000, 0.000000, 0.000000, 0.000000, 0.481481, 0.888889, 1.000000, 0.000000, 0.721925, 0.857143, 0.900000, 0.952381, 0.412341, 17.724736
T0773-D1, 67, 10.495565, 0.119403, 0.060606, 0.076923, 0.166667, 0.000000, 0.000000, 0.000000, 0.000000, 0.137931, 0.142857, 0.250000, 0.500000, 0.105263, 0.000000, 0.000000, 0.000000, 0.123324, 18.906659
T0774-D1, 333, 937.564733, 0.483483, 0.602410, 0.772727, 0.848485, 0.000000, 0.000000, 0.000000, 0.000000, 0.367647, 0.461538, 0.800000, 0.777778, 0.513208, 0.645669, 0.764706, 0.875000, 0.204856, 25.301539
T0776-D1, 219, 6870.528297, 0.662100, 0.807339, 0.883721, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.428571, 1.000000, 1.000000, 1.000000, 0.669811, 0.805556, 0.880952, 1.000000, 0.448692, 11.902080
T0777-D1, 345, 98.352381, 0.110145, 0.122093, 0.115942, 0.147059, 0.000000, 0.000000, 0.000000, 0.000000, 0.202899, 0.176471, 0.000000, 0.000000, 0.086957, 0.108696, 0.131148, 0.156250, 0.075804, 93.099964
T0780-D1, 95, 2587.211138, 0.800000, 0.872340, 0.894737, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.750000, 0.800000, 0.833333, 1.000000, 0.820896, 0.925926, 1.000000, 1.000000, 0.388896, 7.622637
T0780-D2, 96, 2234.898008, 0.781250, 0.916667, 0.947368, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.909091, 1.000000, 1.000000, 1.000000, 0.764706, 0.909091, 0.941176, 1.000000, 0.320399, 9.747831
T0781-D1, 200, 6.000000, 0.130000, 0.180000, 0.150000, 0.050000, 0.000000, 0.000000, 0.000000, 0.000000, 0.523810, 1.000000, 1.000000, 0.000000, 0.083799, 0.118280, 0.105263, 0.050000, 0.156112, 45.682938
T0781-D2, 175, 34.180546, 0.148571, 0.229885, 0.457143, 0.588235, 0.000000, 0.000000, 0.000000, 0.000000, 0.625000, 0.720000, 0.933333, 0.909091, 0.041958, 0.032258, 0.100000, 0.000000, 0.117991, 58.528502
T0782-D1, 110, 135.930952, 0.409091, 0.581818, 0.772727, 0.818182, 0.000000, 0.000000, 0.000000, 0.000000, 0.404762, 0.566667, 0.777778, 0.800000, 0.411765, 0.600000, 0.750000, 1.000000, 0.185123, 31.248939
T0783-D1, 243, 9156.046709, 0.687243, 0.752066, 0.875000, 0.958333, 0.000000, 0.000000, 0.000000, 0.000000, 0.629630, 0.800000, 0.666667, 0.000000, 0.694444, 0.745283, 0.888889, 0.958333, 0.304531, 17.913441
T0783-D2, 156, 45.523901, 0.237179, 0.320513, 0.387097, 0.333333, 0.000000, 0.000000, 0.000000, 0.000000, 0.157895, 0.200000, 0.000000, 0.000000, 0.248175, 0.338235, 0.413793, 0.384615, 0.117441, 52.636103
T0784-D1, 125, 9.000000, 0.112000, 0.032258, 0.040000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.041667, 0.090909, 0.200000, 0.000000, 0.128713, 0.019608, 0.000000, 0.000000, 0.126436, 21.623862
T0785-D1, 112, 4.000000, 0.125000, 0.125000, 0.090909, 0.090909, 0.000000, 0.000000, 0.000000, 0.000000, 0.437500, 0.500000, 0.000000, 0.000000, 0.072917, 0.111111, 0.090909, 0.090909, 0.135268, 21.634389
T0786-D1, 217, 3335.677298, 0.525346, 0.620370, 0.767442, 0.809524, 0.000000, 0.000000, 0.000000, 0.000000, 0.642857, 0.720000, 0.785714, 0.777778, 0.497143, 0.590361, 0.758621, 0.833333, 0.344572, 18.867112
T0789-D1, 143, 480.661551, 0.489510, 0.676056, 0.785714, 0.928571, 0.000000, 0.000000, 0.000000, 0.000000, 0.685714, 0.724138, 0.818182, 0.928571, 0.425926, 0.642857, 0.666667, 0.000000, 0.262243, 18.605581
T0789-D2, 126, 424.259821, 0.460317, 0.666667, 0.880000, 0.916667, 0.000000, 0.000000, 0.000000, 0.000000, 0.548387, 0.666667, 0.923077, 0.875000, 0.431579, 0.666667, 0.833333, 1.000000, 0.277755, 20.427831
T0790-D1, 135, 526.319730, 0.303704, 0.417910, 0.481481, 0.461538, 0.000000, 0.000000, 0.000000, 0.000000, 0.325581, 0.541667, 0.700000, 0.666667, 0.293478, 0.348837, 0.352941, 0.000000, 0.256833, 24.525209
T0790-D2, 130, 442.752931, 0.415385, 0.584615, 0.807692, 0.769231, 0.000000, 0.000000, 0.000000, 0.000000, 0.516129, 0.590909, 0.833333, 0.750000, 0.383838, 0.581395, 0.785714, 0.800000, 0.249463, 18.340521
T0791-D1, 149, 394.017326, 0.355705, 0.500000, 0.758621, 0.857143, 0.000000, 0.000000, 0.000000, 0.000000, 0.151515, 0.142857, 0.500000, 0.000000, 0.413793, 0.583333, 0.777778, 0.857143, 0.168798, 20.910863
T0791-D2, 138, 401.961647, 0.463768, 0.681159, 0.814815, 0.923077, 0.000000, 0.000000, 0.000000, 0.000000, 0.476190, 0.680000, 0.800000, 0.916667, 0.458333, 0.681818, 0.857143, 1.000000, 0.248411, 21.162158
T0792-D1, 78, 272.247663, 0.192308, 0.307692, 0.400000, 0.571429, 0.000000, 0.000000, 0.000000, 0.000000, 0.315789, 0.416667, 0.750000, 0.666667, 0.152542, 0.259259, 0.272727, 0.500000, 0.170044, 22.917612
T0794-D1, 288, 10045.650568, 0.548611, 0.708333, 0.877193, 0.928571, 0.000000, 0.000000, 0.000000, 0.000000, 0.576923, 0.814815, 0.916667, 0.800000, 0.542373, 0.683761, 0.866667, 0.956522, 0.355476, 28.646206
T0794-D2, 172, 233.262954, 0.598837, 0.767442, 0.823529, 0.823529, 0.000000, 0.000000, 0.000000, 0.000000, 0.571429, 0.555556, 0.666667, 0.666667, 0.604167, 0.792208, 0.857143, 0.857143, 0.242331, 26.894300
T0796-D1, 296, 543.269068, 0.439189, 0.540541, 0.728814, 0.793103, 0.000000, 0.000000, 0.000000, 0.000000, 0.160000, 0.500000, 0.000000, 0.000000, 0.464945, 0.541096, 0.728814, 0.793103, 0.131209, 56.744550
T0800-D1, 212, 3388.883031, 0.669811, 0.773585, 0.880952, 0.904762, 0.000000, 0.000000, 0.000000, 0.000000, 0.590361, 0.666667, 0.846154, 0.857143, 0.720930, 0.852459, 0.896552, 0.928571, 0.192209, 22.768743
T0801-D1, 360, 14480.612787, 0.708333, 0.827778, 0.916667, 0.972222, 0.000000, 0.000000, 0.000000, 0.000000, 0.756757, 0.844444, 0.904762, 0.916667, 0.695804, 0.822222, 0.921569, 1.000000, 0.435011, 13.406115
T0803-D1, 134, 1600.578848, 0.298507, 0.447761, 0.384615, 0.461538, 0.000000, 0.000000, 0.000000, 0.000000, 0.157895, 0.222222, 0.285714, 0.333333, 0.321739, 0.482759, 0.421053, 0.500000, 0.164338, 23.859365
T0805-D1, 197, 12536.013540, 0.654822, 0.836735, 0.897436, 0.947368, 0.000000, 0.000000, 0.000000, 0.000000, 0.083333, 0.000000, 0.000000, 0.000000, 0.691892, 0.845361, 0.897436, 0.947368, 0.347532, 21.003764
T0806-D1, 256, 1714.587470, 0.492188, 0.617188, 0.784314, 0.800000, 0.000000, 0.000000, 0.000000, 0.000000, 0.727273, 0.789474, 1.000000, 1.000000, 0.457399, 0.587156, 0.744186, 0.772727, 0.354019, 14.906707
T0807-D1, 283, 20031.551407, 0.720848, 0.893617, 0.964286, 0.964286, 0.000000, 0.000000, 0.000000, 0.000000, 0.782609, 0.769231, 1.000000, 1.000000, 0.715385, 0.906250, 0.962264, 0.962963, 0.383080, 18.987215
T0808-D1, 131, 248.403896, 0.687023, 0.723077, 0.807692, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.200000, 0.125000, 0.000000, 0.000000, 0.774775, 0.807018, 0.807692, 1.000000, 0.200076, 16.253017
T0808-D2, 269, 226.300923, 0.360595, 0.440299, 0.509434, 0.461538, 0.000000, 0.000000, 0.000000, 0.000000, 0.344828, 0.372093, 0.433333, 0.473684, 0.364929, 0.472527, 0.608696, 0.428571, 0.233570, 24.928076
T0810-D1, 113, 13.000000, 0.115044, 0.125000, 0.136364, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.043478, 0.071429, 0.000000, 0.000000, 0.133333, 0.142857, 0.214286, 0.000000, 0.192238, 30.217219
T0810-D2, 225, 12179.320072, 0.706667, 0.821429, 0.866667, 0.772727, 0.000000, 0.000000, 0.000000, 0.000000, 0.628571, 0.681818, 0.625000, 0.500000, 0.721053, 0.855556, 0.918919, 0.833333, 0.425423, 22.616831
T0811-D1, 251, 3978.279669, 0.677291, 0.784000, 0.880000, 0.960000, 0.000000, 0.000000, 0.000000, 0.000000, 0.827586, 0.916667, 1.000000, 1.000000, 0.657658, 0.769912, 0.877551, 0.958333, 0.389674, 17.587538
T0812-D1, 182, 797.497152, 0.631868, 0.769231, 0.916667, 0.944444, 0.000000, 0.000000, 0.000000, 0.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.658824, 0.777778, 0.916667, 0.944444, 0.229081, 30.772143
T0813-D1, 302, 9939.542410, 0.655629, 0.788079, 0.883333, 0.900000, 0.000000, 0.000000, 0.000000, 0.000000, 0.672414, 0.750000, 1.000000, 0.000000, 0.651639, 0.793893, 0.879310, 0.900000, 0.383010, 52.394830
T0814-D1, 137, 242.464487, 0.627737, 0.794118, 0.888889, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.575758, 0.714286, 0.846154, 1.000000, 0.644231, 0.829787, 0.928571, 1.000000, 0.209800, 18.018074
T0814-D2, 116, 232.739257, 0.474138, 0.672414, 0.782609, 0.818182, 0.000000, 0.000000, 0.000000, 0.000000, 0.520000, 0.687500, 0.818182, 0.875000, 0.461538, 0.666667, 0.750000, 0.666667, 0.271437, 29.803059
T0814-D3, 144, 526.720353, 0.541667, 0.708333, 0.892857, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.200000, 0.285714, 0.000000, 0.000000, 0.581395, 0.753846, 0.892857, 1.000000, 0.312343, 14.923825
T0815-D1, 106, 2463.730058, 0.566038, 0.792453, 0.857143, 0.900000, 0.000000, 0.000000, 0.000000, 0.000000, 0.511111, 0.750000, 0.823529, 0.888889, 0.606557, 0.840000, 1.000000, 1.000000, 0.263744, 16.847074
T0816-D1, 68, 1849.320914, 0.029412, 0.058824, 0.076923, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.020408, 0.038462, 0.000000, 0.000000, 0.052632, 0.125000, 1.000000, 0.000000, 0.134550, 21.217662
T0817-D1, 265, 13660.970724, 0.554717, 0.757576, 0.867925, 0.923077, 0.000000, 0.000000, 0.000000, 0.000000, 0.527778, 0.750000, 0.900000, 1.000000, 0.558952, 0.758621, 0.860465, 0.900000, 0.254305, 40.942920
T0817-D2, 210, 13862.504434, 0.604762, 0.800000, 0.880952, 0.952381, 0.000000, 0.000000, 0.000000, 0.000000, 0.571429, 0.750000, 1.000000, 1.000000, 0.605911, 0.801980, 0.875000, 0.950000, 0.275821, 16.884857
T0818-D1, 134, 108.776936, 0.432836, 0.641791, 0.730769, 0.692308, 0.000000, 0.000000, 0.000000, 0.000000, 0.479167, 0.692308, 1.000000, 1.000000, 0.406977, 0.609756, 0.588235, 0.500000, 0.214937, 33.466392
T0819-D1, 367, 18336.022233, 0.632153, 0.737705, 0.876712, 0.916667, 0.000000, 0.000000, 0.000000, 0.000000, 0.733333, 0.785714, 0.769231, 1.000000, 0.618012, 0.729032, 0.900000, 0.896552, 0.404142, 20.676088
T0820-D1, 90, 5.000000, 0.055556, 0.044444, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.136364, 0.090909, 0.000000, 0.000000, 0.029412, 0.029412, 0.000000, 0.000000, 0.172711, 21.819961
T0820-D2, 36, 620.555537, 0.166667, 0.111111, 0.142857, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.171429, 0.111111, 0.142857, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.188426, 8.657077
T0821-D1, 255, 28218.845773, 0.529412, 0.740157, 0.862745, 0.880000, 0.000000, 0.000000, 0.000000, 0.000000, 0.723684, 0.975610, 1.000000, 1.000000, 0.446927, 0.627907, 0.730769, 0.666667, 0.285903, 24.736262
T0822-D1, 114, 76.574603, 0.535088, 0.543860, 0.727273, 0.909091, 0.000000, 0.000000, 0.000000, 0.000000, 0.666667, 0.000000, 0.000000, 0.000000, 0.523810, 0.553571, 0.727273, 0.909091, 0.181298, 17.480305
T0823-D1, 288, 19228.348954, 0.628472, 0.826389, 0.859649, 0.928571, 0.000000, 0.000000, 0.000000, 0.000000, 0.869565, 1.000000, 1.000000, 1.000000, 0.607547, 0.810606, 0.854545, 0.925926, 0.470335, 17.502185
T0824-D1, 108, 346.301033, 0.388889, 0.425926, 0.523810, 0.400000, 0.000000, 0.000000, 0.000000, 0.000000, 0.636364, 0.750000, 1.000000, 0.000000, 0.360825, 0.400000, 0.500000, 0.400000, 0.226901, 16.912640
T0827-D1, 193, 865.170140, 0.290155, 0.333333, 0.526316, 0.631579, 0.000000, 0.000000, 0.000000, 0.000000, 0.274194, 0.294118, 0.470588, 0.500000, 0.297710, 0.354839, 0.571429, 0.727273, 0.139284, 33.659849
T0827-D2, 150, 329.910030, 0.160000, 0.186667, 0.333333, 0.533333, 0.000000, 0.000000, 0.000000, 0.000000, 0.190476, 0.173913, 0.400000, 0.400000, 0.148148, 0.192308, 0.300000, 0.600000, 0.145192, 49.138460
T0829-D1, 67, 686.403130, 0.238806, 0.303030, 0.384615, 0.833333, 0.000000, 0.000000, 0.000000, 0.000000, 0.132075, 0.178571, 0.200000, 0.666667, 0.642857, 1.000000, 1.000000, 1.000000, 0.203535, 17.743999
T0830-D1, 417, 14047.359485, 0.467626, 0.682692, 0.867470, 0.975610, 0.000000, 0.000000, 0.000000, 0.000000, 0.451613, 0.800000, 0.833333, 1.000000, 0.468912, 0.673575, 0.870130, 0.972973, 0.323440, 64.164020
T0830-D2, 111, 633.282659, 0.369369, 0.527273, 0.681818, 0.909091, 0.000000, 0.000000, 0.000000, 0.000000, 0.461538, 0.600000, 1.000000, 0.000000, 0.357143, 0.520000, 0.666667, 0.909091, 0.207845, 16.370931
T0831-D1, 155, 382.030815, 0.245161, 0.363636, 0.548387, 0.666667, 0.000000, 0.000000, 0.000000, 0.000000, 0.285714, 0.392857, 0.692308, 0.833333, 0.230088, 0.346939, 0.444444, 0.555556, 0.165208, 45.536718
T0831-D2, 197, 182.323665, 0.121827, 0.214286, 0.282051, 0.421053, 0.000000, 0.000000, 0.000000, 0.000000, 0.073171, 0.080000, 0.250000, 0.500000, 0.134615, 0.260274, 0.290323, 0.400000, 0.126282, 78.709927
T0832-D1, 209, 17.000000, 0.023923, 0.038462, 0.024390, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.103448, 0.133333, 0.000000, 0.000000, 0.011111, 0.022472, 0.025641, 0.000000, 0.109973, 45.749217
T0833-D1, 108, 508.565167, 0.435185, 0.500000, 0.714286, 0.700000, 0.000000, 0.000000, 0.000000, 0.000000, 0.555556, 0.615385, 0.812500, 0.875000, 0.194444, 0.200000, 0.400000, 0.000000, 0.291674, 21.051201
T0834-D1, 99, 84.848810, 0.030303, 0.040816, 0.052632, 0.111111, 0.000000, 0.000000, 0.000000, 0.000000, 0.038462, 0.055556, 0.111111, 0.166667, 0.027397, 0.032258, 0.000000, 0.000000, 0.116072, 32.834284
T0834-D2, 86, 563.717569, 0.116279, 0.162791, 0.235294, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.162162, 0.250000, 0.500000, 0.000000, 0.081633, 0.086957, 0.000000, 0.000000, 0.110628, 25.180210
T0835-D1, 404, 5255.374485, 0.403465, 0.544554, 0.750000, 0.825000, 0.000000, 0.000000, 0.000000, 0.000000, 0.510204, 0.826087, 1.000000, 1.000000, 0.388732, 0.508380, 0.696970, 0.787879, 0.235778, 30.750643
T0836-D1, 204, 1019.955321, 0.333333, 0.421569, 0.600000, 0.750000, 0.000000, 0.000000, 0.000000, 0.000000, 0.466667, 0.571429, 1.000000, 0.000000, 0.322751, 0.410526, 0.578947, 0.750000, 0.320859, 29.941752
T0837-D1, 121, 70.333981, 0.115702, 0.116667, 0.166667, 0.166667, 0.000000, 0.000000, 0.000000, 0.000000, 0.173913, 0.187500, 0.285714, 0.000000, 0.102041, 0.090909, 0.117647, 0.181818, 0.113404, 43.122378
T0838-D1, 126, 16.000000, 0.269841, 0.317460, 0.320000, 0.166667, 0.000000, 0.000000, 0.000000, 0.000000, 0.846154, 1.000000, 1.000000, 1.000000, 0.203540, 0.245614, 0.260870, 0.090909, 0.137914, 19.129164
T0840-D1, 519, 1811.788323, 0.260116, 0.359073, 0.572816, 0.705882, 0.000000, 0.000000, 0.000000, 0.000000, 0.573643, 0.611765, 0.760000, 0.764706, 0.156410, 0.235632, 0.396226, 0.588235, 0.170086, 39.628251
T0840-D2, 92, 2029.724240, 0.456522, 0.673913, 0.833333, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.578947, 0.727273, 0.000000, 0.000000, 0.424658, 0.657143, 0.833333, 1.000000, 0.293648, 28.539449
T0841-D1, 230, 22465.189939, 0.673913, 0.817391, 0.891304, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.612245, 0.791667, 0.833333, 1.000000, 0.690608, 0.824176, 0.911765, 1.000000, 0.451562, 16.173195
T0843-D1, 369, 11621.790638, 0.642276, 0.809783, 0.931507, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.647887, 0.765957, 0.884615, 1.000000, 0.640940, 0.824818, 0.957447, 1.000000, 0.444386, 15.859656
T0845-D1, 97, 11460.349289, 0.577320, 0.750000, 0.947368, 0.888889, 0.000000, 0.000000, 0.000000, 0.000000, 0.636364, 0.900000, 0.000000, 0.000000, 0.560000, 0.710526, 0.947368, 0.888889, 0.336335, 17.912482
T0845-D2, 329, 19014.308589, 0.373860, 0.530488, 0.692308, 0.875000, 0.000000, 0.000000, 0.000000, 0.000000, 0.474576, 0.621622, 0.708333, 0.866667, 0.351852, 0.503937, 0.682927, 0.882353, 0.368662, 36.481003
T0847-D1, 169, 12713.617088, 0.633136, 0.761905, 0.848485, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.666667, 0.846154, 0.875000, 1.000000, 0.627586, 0.746479, 0.840000, 1.000000, 0.346831, 16.112975
T0848-D1, 138, 1586.650734, 0.753623, 0.898551, 0.962963, 0.923077, 0.000000, 0.000000, 0.000000, 0.000000, 0.833333, 0.888889, 1.000000, 0.000000, 0.746032, 0.900000, 0.960000, 0.923077, 0.240153, 29.009198
T0848-D2, 183, 452.642083, 0.409836, 0.593407, 0.805556, 0.944444, 0.000000, 0.000000, 0.000000, 0.000000, 0.500000, 0.588235, 0.636364, 0.875000, 0.387755, 0.594595, 0.880000, 1.000000, 0.165537, 29.702031
T0849-D1, 236, 19218.691996, 0.508475, 0.711864, 0.851064, 0.869565, 0.000000, 0.000000, 0.000000, 0.000000, 0.473684, 0.571429, 0.500000, 1.000000, 0.511521, 0.720721, 0.866667, 0.863636, 0.431619, 22.535785
T0851-D1, 453, 9665.981468, 0.598234, 0.747788, 0.833333, 0.844444, 0.000000, 0.000000, 0.000000, 0.000000, 0.666667, 0.771429, 0.833333, 0.833333, 0.590123, 0.743455, 0.833333, 0.846154, 0.262316, 26.117844
T0852-D1, 234, 18851.230038, 0.705128, 0.820513, 0.891304, 0.913043, 0.000000, 0.000000, 0.000000, 0.000000, 0.545455, 0.000000, 0.000000, 0.000000, 0.713004, 0.827586, 0.891304, 0.913043, 0.431636, 12.866533
T0852-D2, 126, 18486.396598, 0.246032, 0.396825, 0.680000, 0.750000, 0.000000, 0.000000, 0.000000, 0.000000, 0.324324, 0.478261, 1.000000, 1.000000, 0.213483, 0.350000, 0.500000, 0.571429, 0.336201, 25.067552
T0853-D1, 76, 19.230952, 0.381579, 0.421053, 0.666667, 0.857143, 0.000000, 0.000000, 0.000000, 0.000000, 0.347826, 0.545455, 0.857143, 1.000000, 0.396226, 0.370370, 0.500000, 0.500000, 0.213658, 14.849290
T0853-D2, 72, 28.888636, 0.263889, 0.333333, 0.500000, 0.285714, 0.000000, 0.000000, 0.000000, 0.000000, 0.458333, 0.500000, 0.500000, 0.285714, 0.166667, 0.125000, 0.000000, 0.000000, 0.150293, 23.031647
T0854-D1, 132, 19199.714808, 0.500000, 0.696970, 0.846154, 0.923077, 0.000000, 0.000000, 0.000000, 0.000000, 0.632653, 0.827586, 0.923077, 1.000000, 0.421687, 0.594595, 0.769231, 0.888889, 0.313684, 15.344282
T0854-D2, 70, 4.000000, 0.014286, 0.028571, 0.071429, 0.142857, 0.000000, 0.000000, 0.000000, 0.000000, 0.029412, 0.052632, 0.100000, 0.142857, 0.000000, 0.000000, 0.000000, 0.000000, 0.212331, 16.999250
T0855-D1, 115, 74.000000, 0.208696, 0.245614, 0.260870, 0.363636, 0.000000, 0.000000, 0.000000, 0.000000, 0.265625, 0.255319, 0.272727, 0.363636, 0.137255, 0.200000, 0.000000, 0.000000, 0.204678, 43.370925
T0856-D1, 159, 5927.202511, 0.660377, 0.759494, 0.870968, 0.933333, 0.000000, 0.000000, 0.000000, 0.000000, 0.545455, 0.666667, 1.000000, 1.000000, 0.678832, 0.771429, 0.866667, 0.928571, 0.303750, 14.443456
T0857-D1, 96, 298.149381, 0.354167, 0.541667, 0.473684, 0.666667, 0.000000, 0.000000, 0.000000, 0.000000, 0.297297, 0.375000, 0.466667, 0.666667, 0.389831, 0.708333, 0.500000, 0.000000, 0.182184, 31.683592
T0858-D1, 450, 3008.386942, 0.551111, 0.693333, 0.822222, 0.911111, 0.000000, 0.000000, 0.000000, 0.000000, 0.455882, 0.657143, 0.714286, 0.818182, 0.568063, 0.700000, 0.842105, 0.941176, 0.274718, 28.442595
