Name, N, Meff, PPV, PPV/2, PPV/5, PPV/10, PPV-short, PPV/2-short, PPV/5-short, PPV/10-short, PPV-medium, PPV/2-medium, PPV/5-medium, PPV/10-medium, PPV-long, PPV/2-long, PPV/5-long, PPV/10-long, TM-score, RMSD
T0786-D1, 217, 3335.677298, 0.608295, 0.722222, 0.837209, 0.952381, 0.322581, 0.453704, 0.604651, 0.714286, 0.382488, 0.564815, 0.744186, 0.809524, 0.465438, 0.564815, 0.651163, 0.761905
T0789-D1, 143, 480.661551, 0.636364, 0.704225, 0.821429, 0.857143, 0.272727, 0.436620, 0.571429, 0.571429, 0.412587, 0.676056, 0.821429, 0.928571, 0.349650, 0.535211, 0.642857, 0.571429
T0789-D2, 126, 424.259821, 0.714286, 0.873016, 0.920000, 1.000000, 0.325397, 0.587302, 0.840000, 1.000000, 0.388889, 0.634921, 0.920000, 0.833333, 0.349206, 0.539683, 0.800000, 0.833333
T0790-D1, 135, 526.319730, 0.496296, 0.626866, 0.814815, 0.769231, 0.333333, 0.447761, 0.740741, 1.000000, 0.303704, 0.507463, 0.666667, 0.615385, 0.348148, 0.402985, 0.518519, 0.538462
T0790-D2, 130, 442.752931, 0.576923, 0.723077, 0.846154, 0.923077, 0.276923, 0.400000, 0.653846, 0.692308, 0.323077, 0.492308, 0.692308, 0.769231, 0.392308, 0.538462, 0.653846, 0.846154
T0791-D1, 149, 394.017326, 0.550336, 0.770270, 0.827586, 0.928571, 0.234899, 0.405405, 0.827586, 0.857143, 0.201342, 0.337838, 0.620690, 0.714286, 0.335570, 0.513514, 0.758621, 0.714286
T0791-D2, 138, 401.961647, 0.688406, 0.855072, 0.962963, 1.000000, 0.275362, 0.463768, 0.777778, 0.923077, 0.398551, 0.579710, 0.851852, 1.000000, 0.369565, 0.521739, 0.851852, 1.000000
T0792-D1, 78, 272.247663, 0.551282, 0.692308, 0.733333, 0.714286, 0.307692, 0.487179, 0.666667, 0.714286, 0.307692, 0.487179, 0.666667, 0.857143, 0.128205, 0.205128, 0.400000, 0.571429
T0794-D1, 288, 10045.650568, 0.666667, 0.798611, 0.929825, 1.000000, 0.263889, 0.479167, 0.736842, 0.892857, 0.375000, 0.555556, 0.807018, 0.928571, 0.503472, 0.638889, 0.807018, 0.928571
T0794-D2, 172, 233.262954, 0.563953, 0.616279, 0.676471, 0.705882, 0.215116, 0.255814, 0.382353, 0.470588, 0.296512, 0.453488, 0.529412, 0.470588, 0.593023, 0.755814, 0.794118, 0.882353
T0796-D1, 296, 543.269068, 0.472973, 0.554054, 0.728814, 0.793103, 0.152027, 0.250000, 0.372881, 0.413793, 0.128378, 0.189189, 0.355932, 0.448276, 0.456081, 0.540541, 0.728814, 0.793103
T0800-D1, 212, 3388.883031, 0.608491, 0.669811, 0.809524, 0.904762, 0.160377, 0.235849, 0.333333, 0.285714, 0.386792, 0.500000, 0.642857, 0.714286, 0.622642, 0.735849, 0.880952, 0.904762
T0801-D1, 360, 14480.612787, 0.747222, 0.850000, 0.916667, 0.972222, 0.225000, 0.344444, 0.541667, 0.611111, 0.338889, 0.544444, 0.791667, 0.861111, 0.644444, 0.805556, 0.902778, 0.972222
T0803-D1, 134, 1600.578848, 0.402985, 0.447761, 0.500000, 0.538462, 0.253731, 0.373134, 0.538462, 0.615385, 0.141791, 0.119403, 0.115385, 0.153846, 0.283582, 0.462687, 0.423077, 0.461538
T0805-D1, 197, 12536.013540, 0.649746, 0.836735, 0.897436, 0.947368, 0.106599, 0.173469, 0.256410, 0.368421, 0.101523, 0.193878, 0.282051, 0.210526, 0.659898, 0.836735, 0.897436, 0.947368
T0806-D1, 256, 1714.587470, 0.566406, 0.679688, 0.823529, 0.800000, 0.250000, 0.359375, 0.529412, 0.720000, 0.300781, 0.437500, 0.686275, 0.760000, 0.468750, 0.554688, 0.705882, 0.800000
T0807-D1, 283, 20031.551407, 0.759717, 0.907801, 0.964286, 0.964286, 0.250883, 0.411348, 0.660714, 0.750000, 0.180212, 0.326241, 0.589286, 0.785714, 0.685512, 0.886525, 0.964286, 0.964286
T0808-D1, 131, 248.403896, 0.580153, 0.676923, 0.730769, 0.846154, 0.190840, 0.292308, 0.269231, 0.230769, 0.259542, 0.276923, 0.192308, 0.153846, 0.694656, 0.830769, 0.884615, 0.923077
T0808-D2, 269, 226.300923, 0.568773, 0.686567, 0.735849, 0.807692, 0.304833, 0.470149, 0.735849, 0.730769, 0.323420, 0.477612, 0.679245, 0.769231, 0.330855, 0.455224, 0.603774, 0.538462
T0810-D1, 113, 13.000000, 0.115044, 0.160714, 0.090909, 0.090909, 0.088496, 0.107143, 0.136364, 0.090909, 0.026549, 0.035714, 0.000000, 0.000000, 0.132743, 0.196429, 0.272727, 0.272727
T0810-D2, 225, 12179.320072, 0.715556, 0.794643, 0.866667, 0.772727, 0.173333, 0.258929, 0.377778, 0.545455, 0.244444, 0.357143, 0.644444, 0.590909, 0.671111, 0.821429, 0.911111, 0.863636
T0811-D1, 251, 3978.279669, 0.713147, 0.856000, 0.900000, 0.960000, 0.195219, 0.272000, 0.420000, 0.640000, 0.338645, 0.488000, 0.740000, 0.880000, 0.625498, 0.760000, 0.880000, 0.960000
T0812-D1, 182, 797.497152, 0.560440, 0.758242, 0.916667, 0.944444, 0.181319, 0.241758, 0.222222, 0.111111, 0.137363, 0.153846, 0.222222, 0.222222, 0.620879, 0.780220, 0.916667, 0.944444
T0813-D1, 302, 9939.542410, 0.701987, 0.807947, 0.883333, 0.900000, 0.142384, 0.245033, 0.416667, 0.600000, 0.248344, 0.423841, 0.766667, 0.733333, 0.596026, 0.801325, 0.883333, 0.900000
T0814-D1, 137, 242.464487, 0.678832, 0.823529, 1.000000, 1.000000, 0.270073, 0.352941, 0.518519, 0.538462, 0.313869, 0.529412, 0.814815, 1.000000, 0.591241, 0.794118, 0.962963, 0.923077
T0814-D2, 116, 232.739257, 0.646552, 0.724138, 0.826087, 0.727273, 0.387931, 0.586207, 0.739130, 0.818182, 0.370690, 0.517241, 0.739130, 0.818182, 0.396552, 0.586207, 0.782609, 0.727273
T0814-D3, 144, 526.720353, 0.652778, 0.791667, 0.964286, 1.000000, 0.284722, 0.430556, 0.678571, 0.785714, 0.215278, 0.305556, 0.500000, 0.500000, 0.555556, 0.736111, 0.892857, 1.000000
T0815-D1, 106, 2463.730058, 0.783019, 0.830189, 0.904762, 0.800000, 0.452830, 0.735849, 0.904762, 0.900000, 0.575472, 0.792453, 0.904762, 0.800000, 0.452830, 0.622642, 0.809524, 0.900000
T0816-D1, 68, 1849.320914, 0.058824, 0.000000, 0.000000, 0.000000, 0.102941, 0.058824, 0.000000, 0.000000, 0.058824, 0.000000, 0.000000, 0.000000, 0.102941, 0.058824, 0.076923, 0.166667
T0817-D1, 265, 13660.970724, 0.743396, 0.886364, 0.943396, 0.961538, 0.396226, 0.583333, 0.849057, 0.884615, 0.369811, 0.560606, 0.849057, 1.000000, 0.516981, 0.704545, 0.867925, 0.923077
T0817-D2, 210, 13862.504434, 0.676190, 0.819048, 0.880952, 0.952381, 0.266667, 0.352381, 0.619048, 0.809524, 0.185714, 0.323810, 0.523810, 0.666667, 0.590476, 0.800000, 0.857143, 0.952381
T0818-D1, 134, 108.776936, 0.619403, 0.671642, 0.692308, 0.615385, 0.320896, 0.507463, 0.692308, 0.769231, 0.455224, 0.611940, 0.653846, 0.692308, 0.313433, 0.462687, 0.653846, 0.615385
T0819-D1, 367, 18336.022233, 0.667575, 0.770492, 0.863014, 0.916667, 0.231608, 0.311475, 0.506849, 0.666667, 0.272480, 0.437158, 0.726027, 0.777778, 0.588556, 0.710383, 0.821918, 0.861111
T0820-D1, 90, 5.000000, 0.044444, 0.066667, 0.000000, 0.000000, 0.033333, 0.066667, 0.111111, 0.000000, 0.044444, 0.066667, 0.055556, 0.000000, 0.033333, 0.022222, 0.000000, 0.000000
T0820-D2, 36, 620.555537, 0.416667, 0.500000, 0.571429, 0.333333, 0.277778, 0.444444, 0.428571, 0.333333, 0.416667, 0.500000, 0.285714, 0.333333, 0.000000, 0.000000, 0.000000, 0.000000
T0821-D1, 255, 28218.845773, 0.756863, 0.881890, 1.000000, 1.000000, 0.286275, 0.472441, 0.725490, 1.000000, 0.513725, 0.818898, 0.960784, 1.000000, 0.337255, 0.551181, 0.627451, 0.720000
T0822-D1, 114, 76.574603, 0.438596, 0.491228, 0.409091, 0.545455, 0.228070, 0.385965, 0.727273, 1.000000, 0.298246, 0.403509, 0.500000, 0.636364, 0.342105, 0.403509, 0.318182, 0.545455
T0823-D1, 288, 19228.348954, 0.666667, 0.812500, 0.877193, 0.928571, 0.173611, 0.291667, 0.508772, 0.678571, 0.190972, 0.326389, 0.596491, 0.785714, 0.576389, 0.770833, 0.859649, 0.928571
T0824-D1, 108, 346.301033, 0.388889, 0.425926, 0.523810, 0.400000, 0.074074, 0.111111, 0.285714, 0.400000, 0.203704, 0.333333, 0.523810, 0.600000, 0.361111, 0.407407, 0.523810, 0.400000
T0827-D1, 193, 865.170140, 0.435233, 0.583333, 0.763158, 0.842105, 0.196891, 0.322917, 0.605263, 0.736842, 0.259067, 0.354167, 0.473684, 0.684211, 0.341969, 0.427083, 0.578947, 0.631579
T0827-D2, 150, 329.910030, 0.280000, 0.360000, 0.433333, 0.600000, 0.180000, 0.306667, 0.433333, 0.600000, 0.173333, 0.240000, 0.366667, 0.333333, 0.113333, 0.120000, 0.233333, 0.266667
T0829-D1, 67, 686.403130, 0.746269, 0.787879, 0.923077, 1.000000, 0.537313, 0.727273, 0.846154, 1.000000, 0.447761, 0.727273, 0.846154, 0.833333, 0.388060, 0.484848, 0.692308, 0.833333
T0830-D1, 417, 14047.359485, 0.515588, 0.706731, 0.915663, 0.975610, 0.153477, 0.221154, 0.349398, 0.414634, 0.129496, 0.225962, 0.457831, 0.731707, 0.453237, 0.644231, 0.879518, 0.951220
T0830-D2, 111, 633.282659, 0.459459, 0.618182, 0.818182, 0.818182, 0.189189, 0.309091, 0.545455, 0.636364, 0.216216, 0.254545, 0.409091, 0.727273, 0.324324, 0.472727, 0.681818, 0.909091
T0831-D1, 155, 382.030815, 0.303226, 0.402597, 0.516129, 0.666667, 0.070968, 0.142857, 0.225806, 0.333333, 0.167742, 0.246753, 0.451613, 0.600000, 0.193548, 0.285714, 0.387097, 0.466667
T0831-D2, 197, 182.323665, 0.238579, 0.346939, 0.435897, 0.473684, 0.101523, 0.163265, 0.358974, 0.526316, 0.096447, 0.173469, 0.282051, 0.368421, 0.111675, 0.214286, 0.333333, 0.368421
T0832-D1, 209, 17.000000, 0.105263, 0.125000, 0.146341, 0.200000, 0.177033, 0.211538, 0.243902, 0.300000, 0.062201, 0.086538, 0.121951, 0.150000, 0.009569, 0.009615, 0.024390, 0.000000
T0833-D1, 108, 508.565167, 0.759259, 0.777778, 0.809524, 0.800000, 0.574074, 0.740741, 0.857143, 0.800000, 0.611111, 0.777778, 0.761905, 0.800000, 0.074074, 0.148148, 0.238095, 0.300000
T0834-D1, 99, 84.848810, 0.313131, 0.448980, 0.631579, 0.666667, 0.242424, 0.448980, 0.631579, 0.666667, 0.121212, 0.183673, 0.368421, 0.444444, 0.040404, 0.020408, 0.000000, 0.000000
T0834-D2, 86, 563.717569, 0.255814, 0.372093, 0.529412, 0.500000, 0.162791, 0.279070, 0.529412, 0.625000, 0.151163, 0.232558, 0.352941, 0.500000, 0.069767, 0.093023, 0.058824, 0.000000
T0835-D1, 404, 5255.374485, 0.512376, 0.653465, 0.812500, 0.900000, 0.274752, 0.396040, 0.625000, 0.675000, 0.259901, 0.381188, 0.637500, 0.775000, 0.366337, 0.490099, 0.675000, 0.775000
T0836-D1, 204, 1019.955321, 0.308824, 0.392157, 0.550000, 0.750000, 0.039216, 0.068627, 0.125000, 0.100000, 0.093137, 0.156863, 0.325000, 0.350000, 0.323529, 0.401961, 0.575000, 0.750000
T0837-D1, 121, 70.333981, 0.223140, 0.250000, 0.250000, 0.250000, 0.173554, 0.266667, 0.250000, 0.333333, 0.123967, 0.150000, 0.166667, 0.250000, 0.107438, 0.133333, 0.125000, 0.166667
T0838-D1, 126, 16.000000, 0.436508, 0.476190, 0.760000, 0.916667, 0.253968, 0.365079, 0.560000, 0.833333, 0.317460, 0.476190, 0.720000, 0.833333, 0.182540, 0.238095, 0.280000, 0.166667
T0840-D1, 519, 1811.788323, 0.512524, 0.683398, 0.805825, 0.882353, 0.325626, 0.501931, 0.728155, 0.862745, 0.487476, 0.648649, 0.766990, 0.823529, 0.129094, 0.193050, 0.320388, 0.411765
T0840-D2, 92, 2029.724240, 0.652174, 0.782609, 0.888889, 1.000000, 0.271739, 0.391304, 0.722222, 1.000000, 0.391304, 0.543478, 0.777778, 0.666667, 0.423913, 0.608696, 0.833333, 1.000000
T0841-D1, 230, 22465.189939, 0.804348, 0.869565, 0.934783, 0.956522, 0.304348, 0.573913, 0.869565, 0.913043, 0.521739, 0.713043, 0.826087, 0.913043, 0.613043, 0.756522, 0.869565, 0.956522
T0843-D1, 369, 11621.790638, 0.699187, 0.831522, 0.917808, 0.944444, 0.214092, 0.320652, 0.561644, 0.694444, 0.300813, 0.456522, 0.767123, 0.861111, 0.590786, 0.750000, 0.890411, 0.972222
T0845-D1, 97, 11460.349289, 0.701031, 0.854167, 1.000000, 1.000000, 0.278351, 0.416667, 0.789474, 1.000000, 0.298969, 0.437500, 0.631579, 0.777778, 0.536082, 0.770833, 0.947368, 1.000000
T0845-D2, 329, 19014.308589, 0.753799, 0.859756, 0.876923, 0.906250, 0.556231, 0.780488, 0.876923, 0.906250, 0.501520, 0.695122, 0.830769, 0.875000, 0.310030, 0.439024, 0.661538, 0.750000
T0847-D1, 169, 12713.617088, 0.650888, 0.773810, 0.909091, 1.000000, 0.159763, 0.261905, 0.424242, 0.562500, 0.230769, 0.416667, 0.636364, 0.812500, 0.591716, 0.714286, 0.818182, 1.000000
T0848-D1, 138, 1586.650734, 0.739130, 0.855072, 0.925926, 1.000000, 0.195652, 0.318841, 0.555556, 0.615385, 0.405797, 0.565217, 0.740741, 0.923077, 0.688406, 0.840580, 0.925926, 1.000000
T0848-D2, 183, 452.642083, 0.453552, 0.670330, 0.944444, 0.888889, 0.185792, 0.274725, 0.500000, 0.833333, 0.229508, 0.384615, 0.638889, 0.833333, 0.349727, 0.461538, 0.666667, 0.944444
T0849-D1, 236, 19218.691996, 0.555085, 0.737288, 0.872340, 0.869565, 0.186441, 0.279661, 0.468085, 0.652174, 0.161017, 0.262712, 0.382979, 0.478261, 0.474576, 0.694915, 0.872340, 0.869565
T0851-D1, 453, 9665.981468, 0.631347, 0.787611, 0.833333, 0.844444, 0.231788, 0.353982, 0.566667, 0.733333, 0.229581, 0.367257, 0.588889, 0.777778, 0.560706, 0.743363, 0.822222, 0.866667
T0852-D1, 234, 18851.230038, 0.713675, 0.837607, 0.869565, 0.913043, 0.179487, 0.273504, 0.456522, 0.565217, 0.260684, 0.341880, 0.478261, 0.565217, 0.700855, 0.829060, 0.891304, 0.913043
T0852-D2, 126, 18486.396598, 0.396825, 0.587302, 0.840000, 0.833333, 0.174603, 0.238095, 0.400000, 0.583333, 0.238095, 0.412698, 0.720000, 0.916667, 0.166667, 0.285714, 0.440000, 0.500000
T0853-D1, 76, 19.230952, 0.486842, 0.684211, 0.866667, 1.000000, 0.184211, 0.315789, 0.666667, 0.857143, 0.302632, 0.447368, 0.800000, 0.857143, 0.328947, 0.421053, 0.400000, 0.428571
T0853-D2, 72, 28.888636, 0.375000, 0.388889, 0.428571, 0.428571, 0.111111, 0.194444, 0.285714, 0.285714, 0.305556, 0.444444, 0.428571, 0.428571, 0.138889, 0.194444, 0.142857, 0.285714
T0854-D1, 132, 19199.714808, 0.643939, 0.803030, 0.846154, 0.923077, 0.363636, 0.590909, 0.730769, 0.846154, 0.416667, 0.606061, 0.884615, 0.923077, 0.325758, 0.439394, 0.692308, 0.769231
T0854-D2, 70, 4.000000, 0.200000, 0.285714, 0.428571, 0.714286, 0.228571, 0.342857, 0.500000, 0.571429, 0.071429, 0.142857, 0.214286, 0.428571, 0.028571, 0.000000, 0.000000, 0.000000
T0855-D1, 115, 74.000000, 0.504348, 0.719298, 0.913043, 0.909091, 0.313043, 0.456140, 0.739130, 0.909091, 0.408696, 0.561404, 0.739130, 0.909091, 0.173913, 0.175439, 0.130435, 0.181818
T0856-D1, 159, 5927.202511, 0.704403, 0.835443, 0.935484, 1.000000, 0.339623, 0.430380, 0.612903, 0.733333, 0.289308, 0.506329, 0.709677, 0.800000, 0.622642, 0.759494, 0.870968, 0.933333
T0857-D1, 96, 298.149381, 0.468750, 0.583333, 0.736842, 1.000000, 0.229167, 0.312500, 0.473684, 0.666667, 0.270833, 0.416667, 0.736842, 0.888889, 0.302083, 0.458333, 0.789474, 0.777778
T0858-D1, 450, 3008.386942, 0.575556, 0.702222, 0.777778, 0.888889, 0.215556, 0.328889, 0.466667, 0.644444, 0.275556, 0.408889, 0.588889, 0.755556, 0.531111, 0.653333, 0.855556, 0.955556
